Frankfurt;eintracht_frankfurt.png
Bayern;bayern_munchen.png
Leverkusen;bayer_leverkusen.png
Bremen;werder_bremen.png
Schalke;schalke.png
Hamburger SV;hamburger_sv.png
Wolfsburg;vfl_wolfsburg.png
Hannover;hannover.png
Hertha;hertha_berlin.png
Dortmund;borussia_dortmund.png
Monchengladbach;borussia_m'gladbach.png
Hoffenheim;hoffenheim.png
FC Koln;fc_koln.png
Mainz;mainz.png
Freiburg;freiburg.png
Augsburg;fc_augsburg.png
Stuttgart;stuttgart.png
RB Lipsk;rb_lipsk.svg
